Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier
KIt7U_z34tY,SL YT SHORTS BOY,Kingswood  #shorts #Kingswood #srilanka,General Education,2022-07-02,6,15,False,0,22350,877,20,477,1516,4.01,14.74,46.86
kC5tYnDMBko,Expert Tutor,How to choose AL subject stream after your OLs? | Bio / Maths / Commerce / Arts | Tamil,A/L Content,2021-10-05,1,625,False,0,25901,882,138,40900,1786,3.94,14.5,0.63
s3oSkHDN2LM,Pluton Academy,How to Score Good Marks in History,General Education,2021-11-04,14,572,False,5,25182,1742,124,78500,1756,7.41,14.34,0.32
69DtaneVgAg,Sudheera Peiris ,A/L maths stream වලට 3As දාන secret stratergy එක,A/L Content,2025-08-07,3,54,False,0,5459,250,2,8070,384,4.62,14.22,0.68
0UEPvkpz96w,TeamOne Learning LK,Sri Lankan YouTube Channels for A/L Arts Students | Online Education | TeamOne Learning,A/L Content,2020-04-19,12,219,False,26,32951,1144,216,191000,2320,4.13,14.2,0.17
DUcpKct5muQ,DP Education - ගණිතය,පාඩම 05 - A/L Maths | Science පදනම් පාඨමාලාව,A/L Content,2020-05-23,5,9624,False,22,32430,362,23,929000,2286,1.19,14.19,0.03
nyUZN2MPHN8,Math Vibes,ලංකාවේ  අමාරුම විභාග| most difficult exams in sri lanka 🇱🇰 #shortvideo #srilanka #education,General Education,2025-03-16,13,28,False,0,7478,196,2,14500,528,2.65,14.16,0.52
MLpKsfS_kVU,Daily Mirror Online,Top A/L achievers to get foreign university scholarships,A/L Content,2025-07-02,7,117,False,32,5941,148,16,144000,420,2.76,14.15,0.04
07uBDgecx5g,Techsic World,How to apply A/L exam private 2023 | 2023 al online application | A/L 2023 Private application,A/L Content,2023-07-19,9,60,False,13,16003,0,24,1430,1134,0.15,14.11,11.19
y2noT292c5A,Mr Dar,grade 10 & 11 i.c.t tamil medium data base | G.C.E O/L ICT | தரவுத்தளம் | Unit 09 | alighar n.s,O/L Content,2020-12-12,6,1720,False,8,29295,994,103,9710,2083,3.74,14.06,3.02
JTSHsF5OWCU,DReam A Level,මොකටද A/L 😎☝☝🏃#medicine#universityofperadeniya#physics#trending#perera#sandaruwan#education,A/L Content,2025-09-09,15,75,False,0,4903,371,16,91200,351,7.89,13.97,0.05
J1p5bd4UlgQ,National Career Guidance Podcast,A/L වලට Arts කරපු ඔබට රාජ්‍ය විශ්වවිද්‍යාල මගින් පිරිනමන උපාධි පාඨමාලා - State University Guide,A/L Content,2024-02-20,4,988,False,0,12368,365,9,1710,918,3.02,13.47,7.23
FJ8cpx6jNf8,SL Maths Tamil,GCE OL Maths past paper 2024(2025) 2nd part  Q12 / தொடை /discussion in Tamil medium / zoom class ,O/L Content,2025-12-30,7,997,False,0,3200,85,12,60400,239,3.03,13.39,0.05
WOe853wvj_c,Accounting with PW,How to Select Subjects in A/L Commerce ,A/L Content,2025-08-22,15,182,False,0,4909,153,0,1660,369,3.12,13.3,2.96
DdsFmOMKo0U,O/L මැත with RV,O/L maths | Past paper Question 🤔✍️ | 2020 Past paper |  #Maths #o/l #shorts #🇱🇰 #O/L මැත,O/L Content,2024-02-14,17,51,False,11,12198,527,6,1100,924,4.37,13.2,11.09
aFP713fal_4,Nadeesha Koralage,Nadeesha Koralage | Advanced Level Business Studies #shorts #nadeeshakoralage #bs #advancedlevel,A/L Content,2022-10-20,11,34,False,0,18317,636,5,26000,1406,3.5,13.03,0.7
b4EDgu3PR1Q,Mathematics World Tamil,Maths 🅰️➰🅱️ | Sets |Mathematics World Tamil | Maths Tamil,General Education,2022-07-03,12,52,False,21,19730,741,7,522,1515,3.79,13.02,37.8
yG5Vb4TBdOs,KK Academy SL,🎓 University Admission 2024/25 | Courses & Universities for A/L Commerce Students in Sri Lanka,A/L Content,2025-05-06,6,467,False,20,6153,176,61,123000,477,3.85,12.9,0.05
l_cGW4pBHfc,Motivations for A/Ls,"Arts , Commerce අමාරුයි | A/L Combined Maths | Ajantha Dissanayake",A/L Content,2024-07-05,12,83,False,44,9639,375,48,47600,782,4.39,12.33,0.2
PY7UCpB0D54,ICT with Shashika Madhushan,2024 OL Full Revision l 3rd Term Exam 🔴 Part 01,O/L Content,2025-01-13,8,15923,False,0,7224,351,21,11900,590,5.15,12.24,0.61
d7APpEzTSLs,Murshid Master Academy - MMA,"A/L Technology  Official Intro | Tamil | SFT , ICT & E-Tech | Niyas M. Murshid",A/L Content,2020-06-13,23,440,False,5,27351,1532,182,4280,2265,6.27,12.08,6.39
u-iLqQ1QK8o,mentor of motivation ,sri lanka school of Agriculture - Kundasale❤️🇱🇰 #dream #school #agricultura #future #proud #student,O/L Content,2025-07-20,7,42,False,0,4809,154,0,1560,402,3.2,11.96,3.08
5IDSf2Mokmk,Cards Club,ශ්‍රී ලංකාවේ ප්‍රසිද්ධම පාසල්😱 most famous schools in Sri Lanka#srilanka #school#schoollife#shorts,General Education,2025-07-16,15,37,False,26,4840,88,1,35000,406,1.84,11.92,0.14
wFY1EA86m40,Guru Niwasa Institute - Sri Lanka,🧑‍🏫👩‍🏫 2027 A/L කලා අංශය සියලු ම නව පන්ති ආරම්භය මාර්තු 29 සිට - Art Stream 🎨🖌️,A/L Content,2025-03-26,11,117,False,17,6094,257,8,7450,518,4.35,11.76,0.82
xq5ZB0tj6v8,Bandara Palipana,O/L Commerce Online Classes | Grade 10 & 11 | Sinhala & English #OL2025 #OL2026 #olcommerce #grade10,O/L Content,2025-09-01,2,8,False,20,4205,40,1,328,359,0.98,11.71,12.82
QgRw8Ww-RWM,Sanjaya Elvitigala,A/L Commerce කරපු අයට IT පැත්තෙන් යන්බ පුලුවන් fields මොනවද? #shorts,A/L Content,2021-11-14,5,60,False,0,20375,967,8,102000,1746,4.79,11.67,0.2
CEOxbFLu7mM,Rifan's Guide,A/L Bio System Technology Jobs in Sri lanka Tamil | உயிர் முறைமைகள் தொழினுட்பம் |,A/L Content,2023-06-13,14,672,False,23,13601,491,107,3420,1170,4.4,11.62,3.98
6Ytna3X6H6Q,Maths with venu,G.C.E (O/L)  2023(2024)  Maths Paper Class For Tamil Medium Students💯🔥💥#gceol #mathematics #maths,O/L Content,2024-04-01,8,61,False,0,10049,285,2,3020,877,2.86,11.46,3.33
GUq_A0h3Nlg,O/L මැත with RV,O/L maths | Past paper Question 🤔✍️ | 2022 Past paper |   #Maths #o/l #shorts #🇱🇰 #O/L මැත,O/L Content,2024-02-15,5,59,False,13,10392,438,5,1100,923,4.26,11.26,9.45
nQQm6pyD5d0,Maths With Teena,2022(2023)  GCE OL MATHS PAPER MARKING SCHEME TAMIL MEDIUM #grade11maths #education,O/L Content,2025-03-10,5,21,False,0,5877,0,1,100,534,0.02,11.01,58.77
1IoUwzyR1II,Maths Guru,A/L Combined maths | වර්ගජ සමීකරණ (Quadratic equations) - Maths Guru,A/L Content,2020-04-03,0,1610,False,23,25168,725,52,6510,2336,3.09,10.77,3.87
3eHXRgvhKns,MathHub,2024 (2025) Ordinary level Mathematics I - Part A discussion-English medium,O/L Content,2025-09-24,2,6016,False,20,3602,94,12,120,336,2.94,10.72,30.02
LsU10u2OORg,Praveen Randeniya,A Level වලට subjects තෝරගන්න ක්‍රමය | How to select a stream for your A Levels,General Education,2022-10-03,7,143,False,21,15098,339,58,51600,1423,2.63,10.61,0.29
gRyAspWTSIk,Sudheera Peiris ,ඔයාටත් A/L Second Shy මේ විදියට අතාරින්නේ නැතුව ඉගෙන ගන්න පුළුවන්,A/L Content,2025-08-02,13,493,False,31,4103,121,2,8070,389,3.0,10.55,0.51
0rCfphvca88,Ashen Viduranga,Medicine මිස් නම් මේවා කරන්න | After A/L Biology in Sri Lanka | Best Career Paths Biology Students,A/L Content,2025-11-27,12,753,False,16,2866,104,7,4170,272,3.87,10.54,0.69
QUUpV9f7UoI,Exams Efficient,After G.C.E A/L? || For get a Government Job|| For get a Degree|| Exams Efficient,A/L Content,2019-12-28,12,354,False,7,25353,663,87,65200,2433,2.96,10.42,0.39
F_13cijtf0Q,EDUS Online Institute,"G.C.E A/L Combined Maths - Tamil Medium - S.Mayooran B.Sc Eng, CMA, CIMA  - EDUS Online Institute",A/L Content,2022-06-11,13,1034,False,15,15731,427,28,4830,1537,2.89,10.23,3.26
4az7ZsmSRJk,JR Maths,A/L Maths Syllabus in tamil | Applied Mathematics | Pure Mathematics | Tamil,A/L Content,2021-11-02,13,553,False,6,17813,591,50,3760,1758,3.6,10.13,4.74
S88_Q9uXzDw,Gayan Iddamalgoda,මාස 6 න් A/L කරන්න මොකක්ද කරන්න ඕනේ ???,A/L Content,2025-09-15,12,28,False,0,3473,121,3,1500,345,3.57,10.07,2.32
P8QsINA5ELQ,Sri Lanka Education Network,Maths Stream Education Path - After A/L,A/L Content,2019-09-09,20,832,False,5,25521,646,28,1210,2543,2.64,10.04,21.09
Bq5m2It9pM8,Combined Maths | Janindu Rashmika,අවකලනය භාවිතය (Differentiation) - 2019 Past Paper Discussion - Combined Maths A/L in Sinhala,A/L Content,2020-10-28,9,2296,False,32,21181,748,109,35100,2128,4.05,9.95,0.6
0Wa4quOrRVg,PTE Mastery Lab,PTE exam center in Sri Lanka| PTE exam center noice #pte #ptestudent #exam,General Education,2024-07-01,5,55,False,12,7640,190,4,3450,786,2.54,9.72,2.21
F6P1gb9yfb4,AL Kuppiya,😍 ජාතික අධ්‍යාපන ආයතනයේ පොත් ගෙදරටම | NIE A/L books,A/L Content,2022-05-24,11,23,False,41,15058,180,66,119000,1555,1.63,9.68,0.13
8rPZz1xLxOA,IIC Lakshya [Tamil],Commerce After 10th | Why You Should Choose Commerce | IIC Lakhsya Tamil,General Education,2024-08-30,13,186,False,21,7013,208,8,5950,726,3.08,9.66,1.18
JV4I4QZcZ7g,Yapa Bandara (six months A/L course),මාස 06න් උසස්පෙළ ARTS - යාපාබණ්ඩාර - නම නගරය 071 32 90000  WhatsApp කරන්න,General Education,2024-05-26,9,151,False,0,7928,192,50,2720,822,3.05,9.64,2.91
5eJCqyM8Aiw,O/L History English,2022 O/L History English Medium | Map Marking/Figures /Studying Special Tricks  | FREE MODEL PAPER,A/L Content,2021-02-19,20,906,False,0,19368,656,104,4040,2014,3.92,9.62,4.79
KcSNBpt1U3I,MyPath,ACCA or CIMA After A/L,A/L Content,2023-02-12,6,60,False,0,12357,414,0,7930,1291,3.35,9.57,1.56
1cYGesZ1l4Y,IQ Labs,2018 OL ගණිතය II - Part B - Q 07 & 08 | 2018 O/L Mathematics II,O/L Content,2019-11-16,15,943,False,11,23659,339,9,116000,2475,1.47,9.56,0.2
SJawrRdNbRI,Science and Technology ,z score එක වැඩි A/L subject තෝරන්නෙ කොහොමද?,A/L Content,2022-12-10,7,1751,False,48,12854,234,48,5230,1355,2.19,9.49,2.46
W6KelgQO19o,Study with CKN,GCE O/L MATHS || 2019/I/A || TAMIL MEDIUM,O/L Content,2021-01-20,14,2162,False,0,19376,795,136,13200,2044,4.8,9.48,1.47
15eV2BVR18E,Prasanna Ekanayaka,AL in 7 months - Commerce/Arts 2025 - 2026,A/L Content,2025-04-06,10,28,True,4,4777,49,1,2500,507,1.05,9.42,1.91
p8CSnMxIJC4,Damith Rathnayaka,2022(2023) O/L Maths Paper Answers,O/L Content,2023-06-13,19,45,False,4,10799,0,3,89,1170,0.03,9.23,121.34
1G_NjKcv7KA,Neba's journal 🔥,study with me#motivation #daily study#sinhala #sri lanka#education#2028 A/L,A/L Content,2026-03-16,14,17,False,0,1456,28,5,36,163,2.27,8.93,40.44
_TFHqtPt0RE,World infor,Top 10 schools in Sri Lanka🏫#top10 #school,General Education,2025-09-13,19,41,False,20,3077,63,2,695,347,2.11,8.87,4.43
k2a9THmnSz4,Pluton Academy,O/L ICT-Data & Information(english/sinhala medium),O/L Content,2020-04-07,13,210,False,8,20652,568,32,78500,2332,2.91,8.86,0.26
jVMiwqH7yXA,KK Academy SL,Best A/L Stream in Sri Lanka for 2025 | Science vs Commerce vs Arts vs Technology | What to Choose,A/L Content,2025-03-28,11,582,False,23,4515,127,20,123000,516,3.26,8.75,0.04
9TU4apqt8yA,KuppiyaLK,Sri Lankan A/L vs. London A-Level: Which is Tougher? නොදන්න කමට ඔයත්  රැවටුනාද ? .#AL #sinhalanews,A/L Content,2024-12-18,11,298,False,22,5252,0,42,385,616,0.8,8.53,13.64
1htOGl4bfKU,Rehansa Dewdini,Best YouTube Channels for A/L commerce students #shorts #al #study #studymotivation,A/L Content,2024-01-29,4,17,False,0,7685,334,17,22300,940,4.57,8.18,0.34
i1xSsopvk4s,Madhuranga D. Vidanapathirana ,🔴  LIVE | 2024 / 2025 O/L ICT සත්කාරය | කෙටි ක්‍රම එක්ක exam එකට යමු,O/L Content,2025-03-21,14,3798,False,16,4219,146,50,2640,523,4.65,8.07,1.6
qKgndJsnqjg,O/L මැත with RV,Fractions | වීජීය භාග | 2019 | Past paper question | baga | vijiya baga | O/L #ol #maths #shorts,O/L Content,2024-03-01,16,52,False,12,7316,316,6,1100,908,4.4,8.06,6.65
R6YlZ6cATk8,Bee Hive,O/L-PAST PAPER-(S) -ගණිතය-Mathematics -2024-@BeeHive696   #sinhalamedium,O/L Content,2025-07-15,19,89,False,25,3243,144,1,1140,407,4.47,7.97,2.84
e7g9z4g1hwg,KK Academy SL,Career Paths for Advanced Level Commerce Students in Sri Lanka | Ultimate Guide 2024,A/L Content,2024-06-03,3,841,False,17,6464,276,57,123000,814,5.15,7.94,0.05
MY--tRfWXgA,Just_Nawangi,Realistic study vlog 📚|Sri Lankan A/L student 🇱🇰 |මතක හිටින්න පාඩම් කරමු ✅🧠|#studyvlog #trending ,A/L Content,2026-01-20,19,288,False,1,1720,94,46,1420,218,8.14,7.89,1.21
OYirWeyXgl8,mentor of motivation ,Sri lanka law college  🇱🇰❤️#dream #college #law #proud #fypp  #motivation,Motivation & Tips,2025-08-29,9,33,False,0,2805,128,4,1560,362,4.71,7.75,1.8
rFBB_zD-mgk,Free ICT Tutorials Tamil,🇱🇰G.C.E (O/L) 2023(2024)🇱🇰 Final Exam Timetable 🇱🇰  #shorts #short #trending #viral #tamil,A/L Content,2024-03-19,8,10,False,0,6861,285,0,11400,890,4.15,7.71,0.6
lF98FrrKG1Y,lyricsලිරික්ස්,sri lanka AL results science stream,A/L Content,2024-07-02,13,23,False,0,6018,84,0,926,785,1.4,7.67,6.5
bR5FxgcbqI0,ICT learning point ,උසස්පෙළ තොරතුරු තාක්ෂණවේදය පිළිබඳව හදුනාගනිමු.Introduction of A/L ICT Subject,A/L Content,2023-01-02,23,27,False,1,10205,325,4,24,1332,3.22,7.66,425.21
kXW7hqln8D4,Study Abroad With Raeez,Which School Produced the Most Test Cricketers for Sri Lanka? 🏏,O/L Content,2025-08-06,11,130,False,0,2942,23,2,17200,385,0.85,7.64,0.17
HZdLo-YtvG8,Vishwaroo,O/L Chitha Kalawa Revision | art paper discussion​​ | O/L ප්‍රශ්න පත්‍ර | nie sha art | grade 11,O/L Content,2021-10-15,17,1291,False,29,13445,354,0,10600,1776,2.63,7.57,1.27
BitNunel814,Mr Rulz Streaming,Introduction of GCE A/L Combined Mathematics for beginners - Edutalkhub.lk,A/L Content,2018-11-14,19,361,False,12,21402,674,38,3210,2842,3.33,7.53,6.67
GiBOxpuiqVE,IMA,මාස 06 න් O/L සහ A/L - කලා /වාණිජ,A/L Content,2021-09-10,15,26,False,8,13446,162,11,13500,1811,1.29,7.42,1.0
IG5ttPSLOuE,O/L Short  Notes. lk,Grade 10 o/l information and cominication technology lesson 1 short note(ict short note sinhala),O/L Content,2023-09-02,8,79,False,8,8051,154,10,178,1089,2.04,7.39,45.23
M23sVrkt3J0,MathHub,2024 (2025) Ordinary level Mathematics I - Part B discussion-English medium,O/L Content,2025-12-05,14,3357,False,19,1944,36,11,120,264,2.42,7.36,16.2
-OUAsjpUCMg,lifetruths,A/L ICT -What happens if you learn  ICT on G.C.E. A/L ?,A/L Content,2020-03-10,3,378,False,11,17243,457,40,228,2360,2.88,7.31,75.63
LK638j2da_0,SL GADGETS,After A/L Commerce Degrees in Sri Lanka | A/L Commerce කරපු අයට ලංකාවේ හොදම උපාධි,A/L Content,2024-06-02,12,753,False,19,5863,256,26,231000,815,4.81,7.19,0.03
K6382fVvlXs,LMDM Unit,Science for Technology | மீட்டல் - புள்ளிவிபரவியல் | A/L | Tamil Medium | LMDM Unit,A/L Content,2020-06-17,2,3308,False,7,16073,393,13,82900,2261,2.53,7.11,0.19
_X-BpvV5upA,Digital Accounting in Tamil,A/L Tamil Medium Commerce Students  | Success Mindset for commerce Students | Live Webinar,A/L Content,2021-08-21,8,4416,False,22,12849,731,71,36400,1831,6.24,7.02,0.35
zbH9JeW5kIA,School Paper Bank,A/L Books | Biology | Physics | Chemistry | Maths,A/L Content,2025-03-26,15,52,False,0,3606,159,0,62,518,4.41,6.96,58.16
LpM-yk39BaI,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 II (B) - Part 06 Past Paper Discussion Sinhala Medium,A/L Content,2024-06-13,16,1288,False,0,5421,28,1,1900,804,0.53,6.74,2.85
rCojGy2dhXs,Mr Rulz Streaming,Introduction of GCE A/L Chemistry for beginners -  Edutalkhub.lk,A/L Content,2019-01-11,10,226,False,8,18644,545,27,3210,2784,3.07,6.7,5.81
2JBQ3ki5s_o,Uni Life,Q/A For A/L Subject matters || Uni Life| #sinhala #study #al #ol,A/L Content,2022-06-11,7,467,False,25,10193,305,44,37400,1537,3.42,6.63,0.27
gx6YVR1A67A,O/LMaths DalaAththu,OL 2023/2024 Maths Paper Discussion |O/l Maths|Nirmana|2023Maths PeparAnswer|MathsDalaAththu|Sinhala,O/L Content,2025-09-10,23,1049,False,14,2214,93,10,440,350,4.65,6.33,5.03
YlyLP4Yn7A4,Bee Hive,O/L-PAST PAPER- கணிதம்  Mathematics-2024(2025)-@BeeHive696,O/L Content,2025-06-28,4,78,False,23,2523,92,1,1140,424,3.69,5.95,2.21
caNKeJP7G4o,Mr Rulz Streaming,Introduction of GCE A/L Physics for beginners -  Edutalkhub.lk,A/L Content,2018-11-14,19,195,False,9,16846,516,17,3210,2842,3.16,5.93,5.25
5NAI5KogHkc,Jamzith Hasan,How To Choice A/L Stream | க.பொ.உயர்தர பிரிவினை இலகுவாக தெரிவு செய்வது எவ்வாறு! | Jamzith Hasan,A/L Content,2021-09-24,14,1028,False,14,10568,424,27,24900,1797,4.27,5.88,0.42
9s86ZoDO4Ro,TK VLOG,What course should be do after A/l??? SLIATE  HND TAMIL Short introduction in தமிழ்TAMIL 2019,A/L Content,2019-08-18,3,654,False,14,14725,604,107,2270,2565,4.83,5.74,6.49
v12oozfoDv8,Pradeep Wijesiriwardana,EPS-TOPIK EXAM TIPS SRI LANKA | EPS-TOPIK පේපරයේ එන ප්‍රශ්ණ කරන ලේසි ක්‍රම  | KOREAN EXAM SHORT CUTS,Motivation & Tips,2023-02-23,18,59,False,22,7346,490,21,107000,1280,6.96,5.74,0.07
Kgs4mEkozlE,Knowledge Box SL,GRADE 10 ICT - UNIT-01 |Grade 10 ICT in Tamil| Data | Information |OL ICT| Introduction to Computers,O/L Content,2023-09-18,11,5080,False,28,6069,170,15,7700,1073,3.05,5.66,0.79
IKFrFp4JoVk,Praveen Mathugamage,2023 A/L | Physics | MCQ - 42,A/L Content,2024-10-28,9,157,False,30,3724,143,10,989,667,4.11,5.58,3.77
lCQ1-02xwy8,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2018 II (A) - Part 01 Past Paper Discussion Sinhala Medium,A/L Content,2020-12-10,1,1225,False,0,11511,109,9,1900,2085,1.03,5.52,6.06
ESkxV2qgvgA,O/LMaths DalaAththu,OL 2021/2022 Maths Paper Discussion |O/l Maths|Nirmana|2021Maths PeparAnswer|MathsDalaAththu|Sinhala,O/L Content,2025-09-14,2,1212,False,22,1908,73,7,440,346,4.19,5.51,4.34
D8qPZ3PxLpY,Kasun Gunasekara ( Clear Biology),📚🔥 Best Biology Class in Sri Lanka | Student Motivation & Teamwork #srilanka #biologyclass #study,Motivation & Tips,2025-09-29,1,9,False,0,1789,46,2,2640,331,2.68,5.4,0.68
6u-PpbCcWCY,O/LMaths DalaAththu,2021 ol Maths Paper Answers | O/L Maths | Sinhala | 2021 Maths | Samanthara Shreni |Maths DalaAththu,O/L Content,2025-07-29,2,1150,False,18,1991,0,7,440,393,0.35,5.07,4.53
HMEOCiAIy7w,Expert Tutor,Physics | How to Choose Essay Questions in A/L ? | Advise with personal experiences | Srilanka,A/L Content,2020-08-20,13,2178,False,14,11019,426,50,40900,2197,4.32,5.02,0.27
2bqZeTKRVxg,Diary of Brain,ශ්‍රී ලංකාවේ හොදම පෞද්ගලික විශ්වවිද්‍යාල|Top10 private universities in Sri Lanka|@DiaryofBrain,General Education,2024-06-09,3,36,False,7,3972,51,1,7400,808,1.31,4.92,0.54
kPQoEL4bhoQ,National Savings Bank,National Savings Bank Sri Lanka,A/L Content,2025-09-10,4,12,False,0,1704,3,0,5730,350,0.18,4.87,0.3
XMAny61OdnQ,Cards Club,ශ්‍රී ලංකාවේ ප්‍රසිද්ධම පාසල්😱 most famous schools in Sri Lanka#srilanka #school#schoollife#shorts,General Education,2025-08-17,7,37,False,26,1821,46,0,35000,374,2.53,4.87,0.05
BXCRvSXFFiY,University of Sri Jayewardenepura,GCE A/L Combined Mathematics Major changes of the new syllabus By Mr. Kapila Silva,A/L Content,2017-03-08,7,1697,False,12,16812,134,6,104000,3458,0.83,4.86,0.16
zftlWD39xME,WINNING PATH,Free education opportunities after GCE A/L and learn the University admission systems in Sri Lanka,A/L Content,2025-04-16,14,250,False,0,2412,87,31,25900,497,4.89,4.85,0.09
OP1wyZx9b9Q,Kalvi kan,Math Olympiad Questions in Tamil / A nice algebraic problems / Kalvikan,General Education,2023-07-14,12,129,False,12,5397,83,6,165000,1139,1.65,4.74,0.03
T67gDvnTCjw,KaviDX,GCE A/L Physical Science Stream with ICT in Sri Lanka | Maths එක්ක ICT හදාරන ඔබ දැන්ම බලන්න,A/L Content,2025-07-25,5,223,False,16,1866,50,8,17000,397,3.11,4.7,0.11
Tz2HY0Hgago,LMDM Unit,Science for Technology | பரப்பளவும் கனவளவும் மீட்டல்   | A/L | Tamil Medium | LMDM Unit,A/L Content,2020-05-28,4,3207,False,7,10675,329,17,82900,2281,3.24,4.68,0.13
4iseXyuokS8,Learn ICT - Dasun Nilanjana Sirimevan,Grade 6 ICT   Introduction to Computer and History   Part 1 English,General Education,2020-11-02,13,398,False,15,9933,90,11,11400,2123,1.02,4.68,0.87
R-d4WdlnjuI,Science Topper,"2024(2025) O/L SCIENCE PAST PAPER EXPLANATION (PART 1) | TAMIL MEDIUM | OLEVEL SCIENCE| GRADE 10,11 ",O/L Content,2025-10-07,20,1947,False,10,1501,35,2,6330,323,2.47,4.65,0.24
2r0aLpQrCNM,Maths Crew,A/L  කරන ගමන් O/L කරන්නේ  කොහොමද ? ‍|| How do O/L while doing A/L ?  || O/L results for A/L,A/L Content,2025-09-28,13,291,False,25,1536,92,64,54100,332,10.16,4.63,0.03
lQ1ZArS_Lh0,O/LMaths DalaAththu,OL 2022 Maths Paper Discussion |OL Maths|Samagami Samikarana| O/LMaths DalaAththu|Sinhala|Sri Lanka,O/L Content,2025-12-26,2,1822,False,19,1112,35,4,440,243,3.51,4.58,2.53
anRNb3lNLkE,O/L History English,O/L History English Medium | Sri Lanka Map marking important ports and cities part 1,O/L Content,2022-04-22,18,2481,False,0,7204,136,6,4040,1587,1.97,4.54,1.78
YMUSq3dU08Q,Creative Thinker SL,grade 11 history lesson 2 | 11 ඉතිහාසය ප්‍රශ්නෝත්තර 2 | grade 11 history 3rd term | o/l history,O/L Content,2025-11-13,7,2264,False,24,1294,53,1,190000,286,4.17,4.52,0.01
T0rcJQtPvO8,Educate Lk by Yuveen ,top 10 sri lankan best boys schools in sri lanka  #fact,General Education,2023-10-05,13,61,False,0,4758,181,12,90,1056,4.06,4.51,52.87
LPlYTJHMaJw,WIBHAHAGA,GCE 2019 OL ගණිතය I - Part A | 2019 O/L Mathematics | Ganithaya | sinhala | paper sinhala medium,O/L Content,2020-12-20,5,3750,False,26,9278,214,26,932,2075,2.59,4.47,9.95
7twAfVPys88,O/LMaths DalaAththu,OL 2021 Maths Paper Discussion |OL Maths|Samagami Samikarana| O/LMaths DalaAththu|Sinhala|Sri Lanka,O/L Content,2026-01-01,2,1504,False,19,1038,39,6,440,237,4.34,4.38,2.36
5_xBYF0nAp8,Kv Iroshan,O/L Mathematics Past Papers Discussion | KULAKA |  G.E.E. O/L 2016 Examination Kv Maths sets,O/L Content,2019-10-26,13,779,False,46,10502,291,60,256000,2496,3.34,4.21,0.04
4ryP_tu_ZOk,Maths with venu,G.C.E(O/L)2022(2023) Maths Final Exam Part -01 Answers #gceol #maths #jaffna #srilanka #tamil #gceol,A/L Content,2023-06-08,18,25,False,0,4929,214,0,3020,1175,4.34,4.19,1.63
5Zv7__x33Mo,PHYSICS 4U ONLINE ACADEMY,Guide for a/l science stream beginner,A/L Content,2020-06-30,7,934,False,0,9408,398,49,33800,2248,4.75,4.19,0.28
hsYtWhtAbxE,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2019 II (A) - Part 01 Past Paper Discussion Sinhala Medium,A/L Content,2020-09-27,1,1393,False,0,9043,90,6,1900,2159,1.06,4.19,4.76
xe2I2KEnNFY,Namal k.aranayake,"O/L Commerce ,A/L Accounting #accounting #ol #al #commerce",A/L Content,2023-04-26,8,9,False,0,4958,78,1,49,1218,1.59,4.07,101.18
Ua2hiludf-k,Uni Life,Don't giveup on your dreams💯⚠️#sinhala 📚📍#motivation #srilanka #doctor,Motivation & Tips,2023-11-23,13,22,False,0,4023,289,4,37400,1007,7.28,4.0,0.11
ridtHiJ2_GY,korean with shani,“How to Pass the Korean EPS Exam – Sri Lanka 2025” “Korean EPS Test Tips & Tricks for Sri Lankan Job,Motivation & Tips,2025-07-27,12,20,False,40,1540,84,0,1200,395,5.45,3.9,1.28
XKSsuzNERXI,Top 10 SL,ශ්‍රී ලංකාවේ හොදම විශ්වවිද්‍යාල 10 | Top 10 Universities in Sri Lanka #shorts #viral,General Education,2023-09-23,15,38,False,27,4161,107,2,6080,1068,2.62,3.9,0.68
G8gnixykUmw,Mahesh Gayantha  ,A/L Combined  Maths -: ( වර්ගජ ශ්‍රිත )pure mathematics,A/L Content,2019-05-24,10,1252,False,9,10061,201,49,14500,2651,2.48,3.8,0.69
XiVKWMCjPZ8,Accounting For You,A/L Commerce - උසස් පෙළ කොමර්ස් තෝරගන්න කලින් බලන්න,A/L Content,2025-03-11,3,741,False,0,2015,87,30,184,533,5.81,3.78,10.95
TZ8cTzk7yRs,ICT GURUWARAYA,OL ict revision 2022 pass paper  Discuss | ICT grade 11 2022 revision | grade 11 ict sinhala,O/L Content,2022-02-28,12,1767,False,25,6122,189,11,17400,1640,3.27,3.73,0.35
TXI-m5KjbaI,Excellent Teaching,"2016 O/L Maths/Mathematics Paper 1 - Part B, Qusetion 4 - Answer Discussion",O/L Content,2020-12-05,4,712,False,14,7694,202,13,1140,2090,2.79,3.68,6.75
AwbMx9h0XBs,We 4,"After A/L/Undergraduate studies/Bio, Maths,Commerce,Arts/ apply කරන්න පුලුවන් Japanese  universities",A/L Content,2023-01-23,2,877,False,0,4799,125,85,2600,1311,4.38,3.66,1.85
uGWJO4LaEss,Anu Maths,G.C.E. A/L Sri Lanka Combined Maths 2020 II (B) - Part 07 Past Paper Discussion Sinhala Medium,A/L Content,2024-06-13,16,1171,False,0,2940,26,2,1900,804,0.95,3.66,1.55
